"FLOAT_NUM","CYCLE_NUMBER","CHLA_FINAL","CHLA_FINAL_QC","CHLA_FLUORESCENCE","CHLA_FLUORESCENCE_QC","CHLA_FLUORESCENCE_ADJUSTED","CHLA_FLUORESCENCE_ADJUSTED_QC","DOXY_FINAL","DOXY_FINAL_QC","PRES","CHLA","CHLA_ADJUSTED","DOXY","LONGITUDE","LATITUDE","MLD","MIN_FLUOCHLA_CYCLE1","MIN_FLUOCHLA_CYCLE2","MIN_FLUOCHLA_CYCLE3","MIN_FLUOCHLA_CYCLE4","MIN_FLUOCHLA_CYCLE5","MEDIAN_FIRST5","CHLA_NOLUT","NEAREST_INDICES","PHYSIO_RATIO","MATCHED_LAT","MATCHED_LON","SCALE_CHLA","DARK_CHLA","DATE_TIME","DOXY_SLOPE","DOXY_DRIFT"
"6999992",1,0.10155,5,0.134046,1,0.10155,1,196.622098394943,1,2.40000009536743,0.134046003222466,0.172536730766296,192.660705566406,-67.225,17.6823,39.657650424968,66,66,65,65,65,65,0.10155,10054,1,18,-67,0.002031,49,2025-06-25 12:10:27.001302,1.0205,2.157
"6999992",1,0.105612,5,0.138108,1,0.105612,1,196.483907740362,1,3.90000009536743,0.138108000159264,0.172536730766296,192.525299072266,-67.225,17.6823,39.657650424968,66,66,65,65,65,65,0.105612,10054,1,18,-67,0.002031,49,2025-06-25 12:10:27.001302,1.0205,2.157
"6999992",1,0.127953,5,0.160449,1,0.127953,1,196.560446738251,1,6,0.160448998212814,0.172536730766296,192.600296020508,-67.225,17.6823,39.657650424968,66,66,65,65,65,65,0.127953,10054,1,18,-67,0.002031,49,2025-06-25 12:10:27.001302,1.0205,2.157
"6999992",1,0.136077,5,0.168573,1,0.136077,1,196.544220159248,1,8,0.168573006987572,0.172536730766296,192.584396362305,-67.225,17.6823,39.657650424968,66,66,65,65,65,65,0.136077,10054,1,18,-67,0.002031,49,2025-06-25 12:10:27.001302,1.0205,2.157
"6999992",1,0.14217,5,0.174666,1,0.14217,1,196.345421207661,1,10,0.174666002392769,0.172536730766296,192.389602661133,-67.225,17.6823,39.657650424968,66,66,65,65,65,65,0.14217,10054,1,18,-67,0.002031,49,2025-06-25 12:10:27.001302,1.0205,2.157
"6999992",1,0.156387,5,0.188883,1,0.156387,1,196.425027994479,1,12,0.188883006572723,0.172536730766296,192.46760559082,-67.225,17.6823,39.657650424968,66,66,65,65,65,65,0.156387,10054,1,18,-67,0.002031,49,2025-06-25 12:10:27.001302,1.0205,2.157
"6999992",1,0.148263,5,0.180759,1,0.148263,1,196.353487779565,1,14,0.180758997797966,0.172536730766296,192.397506713867,-67.225,17.6823,39.657650424968,66,66,65,65,65,65,0.148263,10054,1,18,-67,0.002031,49,2025-06-25 12:10:27.001302,1.0205,2.157
"6999992",1,0.156387,5,0.188883,1,0.156387,1,196.313263927775,1,16,0.188883006572723,0.172536730766296,192.358093261719,-67.225,17.6823,39.657650424968,66,66,65,65,65,65,0.156387,10054,1,18,-67,0.002031,49,2025-06-25 12:10:27.001302,1.0205,2.157
"6999992",1,0.156387,5,0.188883,1,0.156387,1,196.374292683162,1,18,0.188883006572723,0.172536730766296,192.417892456055,-67.225,17.6823,39.657650424968,66,66,65,65,65,65,0.156387,10054,1,18,-67,0.002031,49,2025-06-25 12:10:27.001302,1.0205,2.157
"6999992",1,0.16248,5,0.194976,1,0.16248,1,196.306536593678,1,20,0.194976001977921,0.172536730766296,192.351501464844,-67.225,17.6823,39.657650424968,66,66,65,65,65,65,0.16248,10054,1,18,-67,0.002031,49,2025-06-25 12:10:27.001302,1.0205,2.157
