"FLOAT_NUM","CYCLE_NUMBER","CHLA_FINAL","CHLA_FINAL_QC","CHLA_FLUORESCENCE","CHLA_FLUORESCENCE_QC","CHLA_FLUORESCENCE_ADJUSTED","CHLA_FLUORESCENCE_ADJUSTED_QC","DOXY_FINAL","DOXY_FINAL_QC","PRES","CHLA","CHLA_ADJUSTED","DOXY","LONGITUDE","LATITUDE","MLD","MIN_FLUOCHLA_CYCLE1","MIN_FLUOCHLA_CYCLE2","MIN_FLUOCHLA_CYCLE3","MIN_FLUOCHLA_CYCLE4","MIN_FLUOCHLA_CYCLE5","MEDIAN_FIRST5","CHLA_NOLUT","NEAREST_INDICES","PHYSIO_RATIO","MATCHED_LAT","MATCHED_LON","SCALE_CHLA","DARK_CHLA","DATE_TIME","DOXY_SLOPE","DOXY_DRIFT"
"7901009",1,0.0206564390721896,5,0.050463,1,0.024297,1,196.782580947876,1,2.29999995231628,0.0504629984498024,0.0561581738293171,190.12809753418,-88.6626,25.9392,29.9022338251094,66,66,65,64,65,65,0.024297,8044,1.17624339389221,26,-89,0.001869,51,2023-06-06 16:53:23.001794,1.035,0
"7901009",1,0.0238343527756034,5,0.054201,1,0.028035,1,196.820152130127,1,4,0.0542009994387627,0.0561581738293171,190.164398193359,-88.6626,25.9392,29.9022338251094,66,66,65,64,65,65,0.028035,8044,1.17624339389221,26,-89,0.001869,51,2023-06-06 16:53:23.001794,1.035,0
"7901009",1,0.0286012233307241,5,0.059808,1,0.033642,1,196.740050811768,1,6,0.0598080009222031,0.0561581738293171,190.087005615234,-88.6626,25.9392,29.9022338251094,66,66,65,64,65,65,0.033642,8044,1.17624339389221,26,-89,0.001869,51,2023-06-06 16:53:23.001794,1.035,0
"7901009",1,0.0286012233307241,5,0.059808,1,0.033642,1,196.721620559692,1,8,0.0598080009222031,0.0561581738293171,190.069198608398,-88.6626,25.9392,29.9022338251094,66,66,65,64,65,65,0.033642,8044,1.17624339389221,26,-89,0.001869,51,2023-06-06 16:53:23.001794,1.035,0
"7901009",1,0.0254233096273103,5,0.05607,1,0.029904,1,196.679390487671,1,10,0.0560699999332428,0.0561581738293171,190.028396606445,-88.6626,25.9392,29.9022338251094,66,66,65,64,65,65,0.029904,8044,1.17624339389221,26,-89,0.001869,51,2023-06-06 16:53:23.001794,1.035,0
"7901009",1,0.0206564390721896,4,0.050463,1,0.024297,1,196.722552337646,1,12,0.0504629984498024,0.0561581738293171,190.070098876953,-88.6626,25.9392,29.9022338251094,66,66,65,64,65,65,0.024297,8044,1.17624339389221,26,-89,0.001869,51,2023-06-06 16:53:23.001794,1.035,0
"7901009",1,0.0270122664790172,5,0.057939,1,0.031773,1,196.677116317749,1,14,0.0579390004277229,0.0561581738293171,190.02619934082,-88.6626,25.9392,29.9022338251094,66,66,65,64,65,65,0.031773,8044,1.17624339389221,26,-89,0.001869,51,2023-06-06 16:53:23.001794,1.035,0
"7901009",1,0.030190180182431,5,0.061677,1,0.035511,1,196.691819458008,1,16,0.0616770014166832,0.0561581738293171,190.040405273438,-88.6626,25.9392,29.9022338251094,66,66,65,64,65,65,0.035511,8044,1.17624339389221,26,-89,0.001869,51,2023-06-06 16:53:23.001794,1.035,0
"7901009",1,0.0286012233307241,5,0.059808,1,0.033642,1,196.620909576416,1,18,0.0598080009222031,0.0561581738293171,189.971893310547,-88.6626,25.9392,29.9022338251094,66,66,65,64,65,65,0.033642,8044,1.17624339389221,26,-89,0.001869,51,2023-06-06 16:53:23.001794,1.035,0
"7901009",1,0.0286012233307241,5,0.059808,1,0.033642,1,196.639023971558,1,20,0.0598080009222031,0.0561581738293171,189.989395141602,-88.6626,25.9392,29.9022338251094,66,66,65,64,65,65,0.033642,8044,1.17624339389221,26,-89,0.001869,51,2023-06-06 16:53:23.001794,1.035,0
